,id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,cast,crew
629,1958,8 Women,"['Comedy', 'Thriller', 'Music', 'Crime', 'Mystery']","['upper class', 'women', 'father murder', 'daughter', 'maid', 'father figure', 'murder hunt']",8000000,0,8.20,6.90,196,111,2002,fr,"['France', 'Italy']","['France 2 Cinéma', 'Fidélité Productions', 'Le Studio Canal+', 'Centre National de la Cinématographie', 'Gimages 5', 'Mars Films']","['Catherine Deneuve', 'Isabelle Huppert', 'Emmanuelle Béart', 'Fanny Ardant', 'Virginie Ledoyen', 'Ludivine Sagnier', 'Firmine Richard', 'Danielle Darrieux', 'Dominique Lamure']",['François Ozon']
630,1961,My Name Is Bruce,"['Comedy', 'Horror']","['parody', 'parallel world']",1500000,173066,7.56,5.90,107,86,2007,en,['United States of America'],"['Dark Horse Entertainment', 'Image Entertainment']","['Bruce Campbell', 'Grace Thorsen', 'Ted Raimi', 'Adam Boyd', 'Mike Estes', 'Janelle Farber', 'Dani Kelly']",['Bruce Campbell']
631,1966,Alexander,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']","['egypt', 'greece', 'persia', 'elephant', 'campaign', 'alexander the great', 'homosexuality', 'gay relationship', 'ancient world']",155000000,167298192,39.02,5.60,927,175,2004,en,"['France', 'Germany', 'Italy', 'Netherlands', 'United Kingdom', 'United States of America']","['France 3 Cinéma', 'Intermedia Films', 'Pathé Renn Productions', 'Egmond Film & Television', 'Warner Bros.', 'Pacifica Film', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'WR Universal Group']","['Colin Farrell', 'Angelina Jolie', 'Val Kilmer', 'Jared Leto', 'Jonathan Rhys Meyers', 'Anthony Hopkins', 'Jessie Kamm', 'Christopher Plummer', 'Connor Paolo', 'Patrick Carroll']",['Oliver Stone']
632,1969,Bandidas,"['Action', 'Comedy', 'Western', 'Crime']","['mexico', 'bank robber', 'revenge', 'best friend', 'bank robbery', 'steam locomotive']",35000000,10496317,20.28,5.80,307,93,2006,es,"['United States of America', 'France', 'Mexico']","['Ultra Films', 'TF1 Films Production', 'Canal+', 'TPS Star', 'EuropaCorp', 'A.J.O.Z. Films']","['Penélope Cruz', 'Salma Hayek', 'Dwight Yoakam', 'Steve Zahn', 'Denis Arndt', 'Audra Blaser', 'Sam Shepard', ""Ismael 'East' Carlo"", 'Gary Carlos Cervantes', 'José María Negri']","['Joachim Rønning', 'Espen Sandberg']"
633,1970,The Grudge,"['Horror', 'Mystery', 'Thriller']","['male nudity', 'nurse', 'japanese', 'house', 'remake', 'curse', 'old woman', 'ghost child']",10000000,183474602,35.70,5.80,865,92,2004,en,"['Japan', 'United States of America']","['Ghost House Pictures', 'Vertigo Entertainment', 'Senator International', 'Colombia Pictures', 'Fellah Pictures']","['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall', 'Bill Pullman', 'William Mapother', 'KaDee Strickland', 'Grace Zabriskie', 'Rosa Blasi', 'Ted Raimi', 'Takako Fuji']",['Takashi Shimizu']
634,1975,The Grudge 2,"['Horror', 'Thriller']","['remake', 'little boy', 'curse']",20000000,39143839,13.91,5.20,283,102,2006,en,['United States of America'],"['Columbia Pictures Corporation', 'Ghost House Pictures', 'Vertigo Entertainment']","['Sarah Michelle Gellar', 'Amber Tamblyn', 'Edison Chen', 'Arielle Kebbel', 'Jennifer Beals', 'Teresa Palmer', 'Misako Uno', 'Sarah Roemer', 'Matthew Knight', 'Takako Fuji']",['Takashi Shimizu']
635,1979,Fantastic 4: Rise of the Silver Surfer,"['Adventure', 'Fantasy', 'Action', 'Thriller']","['fire', 'helicopter', 'surfboard', 'mask', 'satellite', 'airplane', 'transformation', 'forest', 'resurrection', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'outer space', 'wedding', 'explosion', 'scientist', 'interrogation', 'double cross', 'fantastic four', 'military', 'superhuman strength', 'duringcreditsstinger', 'invisibility', 'forcefield']",130000000,289047763,60.81,5.40,2589,92,2007,en,"['Germany', 'United Kingdom', 'United States of America']","['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', 'Constantin Film Produktion', 'Bernd Eichinger Productions', 'Marvel Enterprises']","['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon', 'Kerry Washington', 'Andre Braugher', 'Laurence Fishburne', 'Doug Jones', 'Beau Garrett']",['Tim Story']
636,1985,The Constant Gardener,"['Drama', 'Mystery', 'Thriller']","['aids', 'politician', 'cancer', 'morgue', 'genocide in rwanda']",25000000,82466670,20.68,6.80,417,129,2005,en,"['China', 'Germany', 'United Kingdom', 'United States of America']","['Studio Babelsberg', 'Epsilon Motion Pictures', 'UK Film Council', 'Scion Films', 'Focus Features', 'Blue Sky Films', 'Potboiler Productions']","['Ralph Fiennes', 'Rachel Weisz', 'Danny Huston', 'Bill Nighy', 'Donald Sumpter', 'Pete Postlethwaite', 'Richard McCabe', 'Hubert Koundé', 'Daniele Harford', 'Bernard Otieno Oduor']",['Fernando Meirelles']
637,1988,A Mighty Heart,"['Drama', 'Thriller']","['terror', 'journalism', 'new love', 'sadness', 'fbi', 'despair', 'hostage drama', 'support', 'hope', 'friendship', 'faith', 'loss', 'pakistan', 'murder', 'independent film', 'pregnancy']",16000000,18928871,9.72,6.70,95,100,2007,en,"['France', 'United Kingdom', 'Pakistan', 'United States of America']","['Plan B Entertainment', 'Revolution Films', 'Paramount Vantage']","['Angelina Jolie', 'Dan Futterman', 'Irrfan Khan', 'Archie Panjabi', ""Denis O'Hare"", 'Harvesp Viraf Chiniwala', 'Azfar Ali', 'Jillian Armenante', 'Zachary Coffin', 'Demetri Goritsas']",['Michael Winterbottom']
638,1989,My Blueberry Nights,"['Drama', 'Romance']","['usa', 'poker', 'lovesickness', 'waitress', 'bar', 'night life', 'night', 'melancholy', 'approach', 'loneliness']",10000000,21786738,10.73,6.00,190,111,2007,en,"['China', 'France', 'Hong Kong']","['Block 2 Pictures', 'Jet Tone Production', 'StudioCanal', 'Lou Yi Inc.']","['Norah Jones', 'Jude Law', 'Natalie Portman', 'David Strathairn', 'Rachel Weisz', 'Cat Power', 'Frankie Faison', 'Michael Delano', 'Chad R. Davis', 'Katya Blumenberg']",['Wong Kar-wai']
639,1995,Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']","['treasure', 'buddhist monk', 'illuminati', 'treasure hunt', 'archaeologist', 'based on video game', 'archeology\xa0']",115000000,274703340,41.50,5.70,2192,100,2001,en,['United States of America'],"['Paramount Pictures', 'Toho-Towa', 'Mutual Film Company', 'Lawrence Gordon Productions', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Eidos Interactive']","['Angelina Jolie', 'Jon Voight', 'Iain Glen', 'Noah Taylor', 'Daniel Craig', 'Richard Johnson', 'Chris Barrie', 'Julian Rhind-Tutt', 'Leslie Phillips', 'Robert Phillips']",['Simon West']
640,1996,Lara Croft Tomb Raider: The Cradle of Life,"['Action', 'Adventure', 'Fantasy', 'Thriller']","['riddle', 'treasure', 'medallion', 'kenia', 'alexander the great', 'treasure hunt', 'hong kong', 'archaeologist', 'based on video game', 'archeology\xa0']",95000000,156505388,56.81,5.50,1418,117,2003,en,"['United States of America', 'Germany', 'Japan', 'United Kingdom']","['Paramount Pictures', 'Toho-Towa', 'Mutual Film Company', 'Lawrence Gordon Productions', 'British Broadcasting Corporation (BBC)', 'October Pictures', 'Eidos Interactive']","['Angelina Jolie', 'Gerard Butler', 'Noah Taylor', 'Djimon Hounsou', 'Til Schweiger', 'Simon Yam', 'Daniel Caltagirone', 'Fabiano Martell', 'Robert Cavanah', 'Ronan Vibert']",['Jan de Bont']
641,1997,Two Brothers,"['Adventure', 'Drama', 'Family']","['brother brother relationship', 'loss of brother', 'cambodia', 'chase', 'tiger', 'governor', 'royalty', 'travelling circus', 'archaeologist']",74500000,62172050,8.88,6.90,180,109,2004,en,"['France', 'United Kingdom']","['Pathé Renn Productions', 'TF1 Films Production', 'Canal+', 'Pathe', 'Two Brothers Productions']","['Maï Anh Le', 'Guy Pearce', 'Oanh Nguyen', ""Jaran 'See Tao' Petcharoen"", 'Stéphanie Lagarde', 'Jean-Claude Dreyfus', 'Philippine Leroy-Beaulieu', 'Vincent Scarito', 'Moussa Maaskri', 'Freddie Highmore']",['Jean-Jacques Annaud']
642,1999,In the Bedroom,"['Drama', 'Thriller']","['age difference', 'fishing', 'arbitrary law', 'conductor', 'ex husband', 'single', 'independent film']",1700000,0,6.98,6.40,89,130,2001,en,['United States of America'],"['Miramax Films', 'GreeneStreet/SKE Films']","['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl', 'Marisa Tomei', 'William Mapother', 'William Wise', 'Karen Allen', 'Celia Weston', 'Frank T. Wells', 'W. Clapham Murray']",['Todd Field']
643,2001,We Own the Night,"['Drama', 'Crime', 'Thriller']","['new york', 'father son relationship', 'nightclub', 'gangster']",21000000,54926886,14.52,6.50,323,117,2007,en,['United States of America'],"['Columbia Pictures', 'Industry Entertainment', '2929 Productions']","['Joaquin Phoenix', 'Eva Mendes', 'Alex Veadov', 'Mark Wahlberg', 'Robert Duvall', 'Antoni Corone', 'Tony Musante', 'Katie Condidorio', 'Danny Hoch', 'Oleg Taktarov']",['James Gray']
644,2008,The Promise,"['Fantasy', 'Drama', 'Action', 'Thriller', 'Romance']","['servant', 'emperor', 'battle assignment']",0,0,3.87,5.00,29,98,2005,zh,"['China', 'Japan', 'South Korea']",[],"['Cecilia Cheung', 'Liu Ye', 'Hong Chen', 'Cheng Qian', 'Jang Dong-gun', 'Hiroyuki Sanada']",['Chen Kaige']
645,2009,"4 Months, 3 Weeks and 2 Days",['Drama'],"['rape', 'hotel room', 'totalitarian regime', 'cohabitant', 'female friendship', 'dormitory', 'best friend']",852510,1185783,9.27,7.30,156,113,2007,ro,"['Belgium', 'Romania']","['Saga Film', 'Mobra Films', 'Mindshare Media', 'Centrul National al Cinematografiei (CNC)', 'McCann-Erickson', 'Televiziunea Romana (TVR1)', 'Hubert Bals Fund of the Rotterdam Festival, The']","['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean', 'Luminița Gheorghiu', 'Adi Carauleanu', 'Liliana Mocanu', 'Doru Ana', 'Ion Sapdaru', 'Cerasela Iosifescu']",['Cristian Mungiu']
646,2011,Persepolis,"['Animation', 'Drama']","['civil war', 'parents kids relationship', '1970s', 'puberty', 'totalitarian regime', 'cutting the cord', 'punk', 'war', 'adult animation', 'punk band', 'woman director']",7300000,0,24.28,7.70,450,95,2007,fr,"['France', 'United States of America']","['Sony Pictures Classics', 'Procirep', 'Soficinéma', 'France 3 Cinéma', 'Diaphana Films', 'Sofica Europacorp', 'Celluloid Dreams', 'The Kennedy/Marshall Company', 'Région Ile-de-France', 'Centre National de la Cinématographie (CNC)', 'Fondation GAN pour le Cinéma', '2.4.7. Films', 'French Connection Animations', ""Société des Producteurs de L'Angoa""]","['Chiara Mastroianni', 'Danielle Darrieux', 'Catherine Deneuve', 'Simon Abkarian', 'Gabrielle Lopes Benites', 'François Jerosme', 'Tilly Mandelbrot', 'Sophie Arthuys', 'Arié Elmaleh', 'Mathias Mlekuz']","['Vincent Paronnaud', 'Marjane Satrapi']"
647,2013,The Diving Bell and the Butterfly,['Drama'],"['writing', 'lover (female)', 'dying and death', 'editor-in-chief', 'french', 'independent film', 'patient', 'disabled']",14000000,19777647,13.65,7.40,283,112,2007,fr,"['France', 'United States of America']","['France 3 Cinéma', 'The Kennedy/Marshall Company', 'Pathé Renn Productions', 'Banques Populaire Image 7', 'Canal+', 'CinéCinéma', 'C.R.R.A.V. Nord Pas de Calais', 'Région Nord-Pas-de-Calais']","['Mathieu Amalric', 'Emmanuelle Seigner', 'Marie-Josée Croze', 'Anne Consigny', 'Patrick Chesnais', 'Niels Arestrup', 'Olatz López Garmendia', 'Jean-Pierre Cassel', 'Marina Hands', 'Max von Sydow']",['Julian Schnabel']
648,2018,The Wedding Planner,['Comedy'],"['san francisco', 'marriage proposal', ""love of one's life"", 'wedding planer', 'wine garden', 'wedding', 'star crossed lovers']",35000000,94728529,14.95,5.50,427,103,2001,en,['United States of America'],"['Columbia Pictures Corporation', 'Intermedia Films', 'Dee Gee Entertainment', 'Tapestry Films', 'Prufrock Pictures', 'IMF Internationale Medien und Film GmbH & Co. Produktions KG']","['Jennifer Lopez', 'Matthew McConaughey', 'Justin Chambers', 'Joanna Gleason', 'Lou Myers', 'Kathy Najimy', 'Charles Kimbrough', 'Judy Greer', 'Bridgette Wilson', 'Alex Rocco']",['Adam Shankman']
649,2022,Mr. Deeds,"['Comedy', 'Romance']","['love letter', 'new hampshire', 'liar', 'inheritance', 'billionaire', 'new york city']",50000000,171269535,18.12,5.60,644,96,2002,en,['United States of America'],"['New Line Cinema', 'Columbia Pictures Corporation', 'Out of the Blue... Entertainment', 'Happy Madison Productions']","['Adam Sandler', 'Winona Ryder', 'John Turturro', 'Allen Covert', 'Peter Gallagher', 'Erick Avari', 'Jared Harris', 'Steve Buscemi', 'Conchata Ferrell', 'Peter Dante']",['Steven Brill']
650,2023,Hidalgo,"['Western', 'Adventure']","['horse race', 'horse', 'racehorse']",100000000,108103450,16.76,6.50,318,136,2004,en,"['United States of America', 'Morocco']","['Casey Silver Productions', 'Touchstone Pictures', 'Dune Films']","['Viggo Mortensen', 'Zuleikha Robinson', 'Omar Sharif', 'Adam Alexi-Malle', 'Louise Lombard', 'Silas Carson', 'Harsh Nayyar', 'C. Thomas Howell', 'J.K. Simmons', 'Adoni Maropis']",['Joe Johnston']
651,2024,The Patriot,"['Drama', 'History', 'War', 'Action']","['rebel', 'southern usa', 'loss of son', 'martial arts', 'general', 'loss of family', 'passion', 'insurgence', 'french', 'daughter', 'british', 'based on true story', 'gore', 'mission']",110000000,215294342,23.66,6.80,1099,165,2000,en,"['Germany', 'United States of America']","['Centropolis Entertainment', 'Columbia Pictures Corporation', 'Mutual Film Company', 'Global Entertainment Productions GmbH & Company Medien KG']","['Mel Gibson', 'Heath Ledger', 'Joely Richardson', 'Jason Isaacs', 'Tchéky Karyo', 'Chris Cooper', 'Lisa Brenner', 'Tom Wilkinson', 'Leon Rippy', 'Donal Logue']",['Roland Emmerich']
652,2026,Hostage,"['Mystery', 'Drama', 'Thriller', 'Crime']","['fbi', 'kidnapping', 'police operation', 'home invasion', 'hostage situation']",52000000,77944725,23.66,6.20,512,113,2005,en,"['Germany', 'United States of America']","['Miramax Films', 'Cheyenne Enterprises', 'Yari Film Group', 'Stratus Film Co.', 'Syndicate Films International', 'Equity Pictures Medienfonds GmbH & Co. KG II', 'Hostage GmbH']","['Bruce Willis', 'Kevin Pollak', 'Jimmy Bennett', 'Michelle Horn', 'Ben Foster', 'Jonathan Tucker', 'Marshall Allman', 'Serena Scott Thomas', 'Rumer Willis', 'Marjean Holden']",['Florent-Emilio Siri']
653,2034,Training Day,"['Action', 'Crime', 'Drama', 'Thriller']","['police brutality', 'war on drugs', 'drug traffic', 'drug dealer', 'los angeles', 'gang member', 'mexican american', 'barrio', 'cholo']",45000000,104876233,52.08,7.30,1634,122,2001,en,"['Australia', 'United States of America']","['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.', 'Outlaw Productions (I)', 'WV Films II']","['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger', 'Harris Yulin', 'Cliff Curtis', 'Snoop Dogg', 'Dr. Dre', 'Eva Mendes', 'Nick Chinlund']",['Antoine Fuqua']
654,2043,Along Came a Spider,"['Crime', 'Mystery', 'Thriller', 'Action']","['psychology', 'police operation', 'police', 'psychologist']",60000000,105178561,21.25,6.10,400,104,2001,en,"['Canada', 'Germany', 'United States of America']","['Paramount Pictures', 'AZL Productions KG', 'David Brown Productions', 'MFP Munich Film Partners', 'Phase 1 Productions', 'Revelations Entertainment']","['Morgan Freeman', 'Monica Potter', 'Michael Wincott', 'Dylan Baker', 'Mika Boorem', 'Anton Yelchin', 'Jay O. Sanders', 'Billy Burke', 'Michael Moriarty', 'Penelope Ann Miller']",['Lee Tamahori']
655,2044,The Lake House,"['Romance', 'Drama', 'Mystery']","['chicago', 'writing', 'architect', 'future', 'time', 'architecture', 'mysterious letter', 'near future', 'romantic drama']",40000000,114830111,29.89,6.50,670,99,2006,en,['United States of America'],"['Village Roadshow Pictures', 'Vertigo Entertainment', 'Sound for Film', 'Warner Bros.']","['Keanu Reeves', 'Sandra Bullock', 'Shohreh Aghdashloo', 'Christopher Plummer', 'Ebon Moss-Bachrach', 'Willeke van Ammelrooy', 'Dylan Walsh', 'Lynn Collins', 'Mike Bacarella', 'Kevin M. Brennan']",['Alejandro Agresti']
656,2048,"I, Robot","['Action', 'Science Fiction']","['suicide', 'artificial intelligence', 'man vs machine', 'chicago', 'based on novel', 'hero', 'future', 'law', 'dystopia', 'police', 'murder', 'robot', '3d']",120000000,347234916,95.91,6.70,3793,115,2004,en,"['United States of America', 'Germany']","['Twentieth Century Fox Film Corporation', 'Laurence Mark Productions', 'Davis Entertainment', 'Overbrook Entertainment', 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG', 'Canlaws Productions']","['Will Smith', 'Bridget Moynahan', 'Alan Tudyk', 'James Cromwell', 'Bruce Greenwood', 'Shia LaBeouf', 'Chi McBride', 'Jerry Wasserman', 'Peter Shinkoda', 'Terry Chen']",['Alex Proyas']
657,2054,Mr. Holland's Opus,"['Music', 'Drama', 'Family']","['composer', 'mentor', 'deaf-mute', 'musical', 'apprentice', 'music', 'disabled']",0,106269971,6.78,6.90,113,137,1995,en,['United States of America'],"['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment', 'Interscope Communications']","['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas', 'Olympia Dukakis', 'William H. Macy', 'Alicia Witt', 'Nicholas John Renner', 'Joseph Anderson', 'Anthony Natale', 'Jean Louisa Kelly']",['Stephen Herek']
658,2055,Open Range,['Western'],"['horse', 'ranger']",22000000,68296293,19.07,7.00,262,139,2003,en,['United States of America'],"['Tig Productions', 'Touchstone Pictures', 'Beacon Pictures', 'Cobalt Media Group']","['Kevin Costner', 'Robert Duvall', 'Michael Gambon', 'Michael Jeter', 'Diego Luna', 'James Russo', 'Abraham Benrubi', 'Kim Coates', 'Annette Bening', 'Dean McDermott']",['Kevin Costner']
659,2056,The Station Agent,"['Drama', 'Comedy']","['train station', 'new jersey', 'small person', 'friendship', 'newfoundland']",500000,8679814,11.58,7.40,210,88,2003,en,['United States of America'],"['Next Wednesday Productions', 'SenArt Films']","['Peter Dinklage', 'Patricia Clarkson', 'Bobby Cannavale', 'Michelle Williams', 'Raven Goodwin', 'Josh Pais', 'John Slattery', 'Jayce Bartok', 'Joe Lo Truglio', 'Paul Benjamin']",['Tom McCarthy']
660,2057,Original Sin,"['Drama', 'Thriller', 'Mystery', 'Romance']","['women', 'sex', 'cuba', 'eroticism', 'lover (female)', 'passion', 'sin', 'denunciation']",42000000,35402320,14.83,5.80,198,118,2001,en,"['France', 'United States of America']",['Metro-Goldwyn-Mayer (MGM)'],"['Angelina Jolie', 'Antonio Banderas', 'Gregory Itzin', 'Jack Thompson', 'Allison Mackie', 'Joan Pringle', 'Cordelia Richards', 'Thomas Jane', 'James Haven', 'Lisa Owen']",['Michael Cristofer']
661,2059,National Treasure,"['Adventure', 'Action', 'Thriller', 'Mystery']","['riddle', 'treasure', 'treasure hunt', 'archaeologist', 'archeology\xa0']",100000000,347451894,58.85,6.40,1926,131,2004,en,['United States of America'],"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Saturn Films', 'Junction Entertainment']","['Nicolas Cage', 'Diane Kruger', 'Justin Bartha', 'Sean Bean', 'Jon Voight', 'Harvey Keitel', 'Christopher Plummer', 'David Dayan Fisher', 'Stewart Finlay-McLennan', 'Oleg Taktarov']",['Jon Turteltaub']
662,2062,Ratatouille,"['Animation', 'Comedy', 'Family', 'Fantasy']","['paris', 'brother brother relationship', 'expensive restaurant', 'river', 'cook', 'mouse', 'confidence', 'roof', 'window', ""leaving one's family"", 'work', 'restaurant critic', 'kitchen', 'spice', 'court', 'cookbook', 'family', 'chef', 'rat']",150000000,623722818,65.68,7.50,4369,111,2007,en,['United States of America'],"['Walt Disney Pictures', 'Pixar Animation Studios']","['Patton Oswalt', 'Ian Holm', 'Lou Romano', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Brad Garrett', 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan']","['Jan Pinkava', 'Brad Bird']"
663,2067,Mission to Mars,['Science Fiction'],"['mars', 'spacecraft', 'space travel', 'alien', 'long take', 'outer space', 'astronaut', 'dismemberment', 'alien contact', 'trapped in space']",90000000,60874615,16.06,5.70,369,114,2000,en,['United States of America'],"['Spyglass Entertainment', 'The Jacobson Company', 'Touchstone Pictures', 'Red Horizon Productions']","['Gary Sinise', 'Tim Robbins', 'Don Cheadle', 'Connie Nielsen', ""Jerry O'Connell"", 'Peter Outerbridge', 'Kavan Smith', 'Jill Teed', 'Elise Neal', 'Kim Delaney']",['Brian De Palma']
664,2069,The Whole Nine Yards,"['Comedy', 'Crime']","['bounty', 'gangster boss', 'gangster', 'dentist', 'hoodlum']",41300000,106371651,23.44,6.20,531,98,2000,en,"['Canada', 'United States of America']","['Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions', 'Nine Yards Productions', 'Rational Packaging Company', 'Lansdown Films']","['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette', 'Michael Clarke Duncan', 'Kevin Pollak', 'Harland Williams', 'Amanda Peet', 'Natasha Henstridge', 'Carmen Ferland', 'Serge Christianssens']",['Jonathan Lynn']
665,2074,Flirting with Disaster,"['Comedy', 'Romance']","['lsd', 'looking for  birth parents', 'half-brother', 'independent film']",7000000,14702438,5.50,6.30,66,92,1996,en,['United States of America'],['Miramax Films'],"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni', 'Mary Tyler Moore', 'Alan Alda', 'George Segal', 'Lily Tomlin', 'Josh Brolin', 'Richard Jenkins', 'Celia Weston']",['David O. Russell']
666,2080,X-Men Origins: Wolverine,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['corruption', 'mutant', 'boxer', 'army', 'marvel comic', 'superhero', 'aftercreditsstinger', 'duringcreditsstinger']",150000000,373062864,5.95,6.20,4021,107,2009,en,['United States of America'],"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Seed Productions', 'Bad Hat Harry Productions', 'Big Screen Productions', 'Marvel Enterprises']","['Hugh Jackman', 'Liev Schreiber', 'Danny Huston', 'Lynn Collins', 'Ryan Reynolds', 'Will.i.am', 'Taylor Kitsch', 'Kevin Durand', 'Dominic Monaghan', 'Daniel Henney']",['Gavin Hood']
667,2084,Birthday Girl,"['Comedy', 'Crime', 'Thriller']","['female nudity', 'robbery', 'mail order bride']",13000000,0,5.83,6.10,103,93,2001,en,"['United Kingdom', 'United States of America']","['HAL Films', 'Mirage Enterprises', 'Film4']","['Nicole Kidman', 'Ben Chaplin', 'Vincent Cassel', 'Mathieu Kassovitz', 'Kate Lynn Evans', 'Stephen Mangan', 'Sally Phillips', 'Alexander Armstrong', 'Jo McInnes', 'Ben Miller']",['Jez Butterworth']
668,2085,Romeo Must Die,"['Action', 'Crime', 'Thriller']","['martial arts', 'hip-hop', 'asian']",25000000,91036760,19.75,6.00,330,115,2000,en,['United States of America'],"['Silver Pictures', 'Warner Bros.']","['Jet Li', 'Aaliyah', 'Isaiah Washington', 'Russell Wong', 'DMX', 'Delroy Lindo', 'D.B. Woodside', 'Jon Kit Lee', 'Edoardo Ballerini', 'Anthony Anderson']",['Andrzej Bartkowiak']
669,2088,Romeo Is Bleeding,"['Action', 'Crime', 'Drama', 'Thriller']","['police operation', 'sex addiction', 'police', 'mafia boss', 'suspense', 'bad cop', 'hitwoman']",11500000,3275585,4.85,5.70,36,100,1993,en,"['United Kingdom', 'United States of America']","['Working Title Films', 'Polygram Filmed Entertainment', 'Hilary Henkin']","['Gary Oldman', 'Lena Olin', 'Annabella Sciorra', 'Juliette Lewis', 'Roy Scheider', 'David Proval', 'Will Patton', 'Larry Joshua', 'James Cromwell', 'Wallace Wood']",['Peter Medak']
670,2100,The Last Castle,"['Action', 'Drama', 'Thriller']","['prison', 'general']",72000000,27642707,15.43,7.00,285,131,2001,en,['United States of America'],['DreamWorks SKG'],"['Robert Redford', 'James Gandolfini', 'Mark Ruffalo', 'Steve Burton', 'Delroy Lindo', 'Paul Calderon', 'Samuel Ball', 'Jeremy Childs', 'George W. Scott', 'Clifton Collins Jr']",['Rod Lurie']
671,2105,American Pie,"['Comedy', 'Romance']","['graduation', 'innocence', 'coming of age', 'teenager', 'high school student', 'teen comedy', 'teenage sexuality', 'sitting on a toilet', 'voyeurism', 'virginity', 'laxative']",11000000,235483004,60.77,6.40,2296,95,1999,en,['United States of America'],"['Universal Pictures', 'Summit Entertainment', 'Newmarket Capital Group', 'Zide-Perry Productions']","['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas', 'Alyson Hannigan', 'Shannon Elizabeth', 'Tara Reid', 'Eddie Kaye Thomas', 'Seann William Scott', 'Eugene Levy', 'Natasha Lyonne']","['Chris Weitz', 'Paul Weitz']"
672,2110,Wasabi,"['Drama', 'Action', 'Comedy']","['handcuffs', 'hitman', 'love letter', 'police operation', 'japanese mafia']",15300000,0,18.21,6.20,283,94,2001,fr,"['Japan', 'France']","['Canal Plus', 'TF1 Films Productions', 'Tobis', 'Destiny', 'EuropaCorp']","['Jean Reno', 'Ryoko Hirosue', 'Michel Muller', 'Carole Bouquet', 'Yoshi Oida', 'Christian Sinniger', 'Alexandre Brik', 'Jean-Marc Montalto', 'Véronique Balme', 'Fabio Zenoni']",['Gérard Krawczyk']
673,2112,Payback,"['Drama', 'Action', 'Thriller', 'Crime']","['new york', 'heroin', 'money', 'criminal']",90000000,161626121,17.46,6.70,548,100,1999,en,['United States of America'],"['Paramount Pictures', 'Icon Entertainment International']","['Mel Gibson', 'Kris Kristofferson', 'Gregg Henry', 'Maria Bello', 'David Paymer', 'Bill Duke', 'Deborah Kara Unger', 'John Glover', 'William Devane', 'Lucy Liu']",['Brian Helgeland']
674,2114,Final Fantasy: The Spirits Within,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']","['battle assignment', 'dystopia', 'alien', 'scientist', 'based on video game']",137000000,85131830,26.07,5.90,433,106,2001,en,"['Japan', 'United States of America']","['Columbia Pictures', 'Square USA', 'Chris Lee Productions']","['Donald Sutherland', 'Ming-Na Wen', 'Alec Baldwin', 'Ving Rhames', 'Steve Buscemi', 'Peri Gilpin', 'James Woods', 'Jean Simmons', 'Keith David']","['Hironobu Sakaguchi', 'Motonori Sakakibara']"
675,2116,Out of Time,"['Thriller', 'Crime', 'Drama']","['miami', 'florida', 'double murder', 'divorce']",50000000,55495563,14.99,6.10,298,105,2003,en,['United States of America'],"['Original Film', 'Monarch Pictures', 'Metro-Goldwyn-Mayer (MGM)']","['Denzel Washington', 'Eva Mendes', 'Sanaa Lathan', 'John Billingsley', 'Dean Cain', 'Alex Carter', 'Antoni Corone', 'Robert Baker', 'Ron Madoff', 'Terry Loughlin']",['Carl Franklin']
