Unnamed: 0,movie_id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,director,cast
576,15070,Undisputed,"['Action', 'Adventure', 'Drama', 'Thriller']",['sport'],20000000,12398628,17.227376,6.1,139,96,2002,en,['United States of America'],"['Miramax Films', 'Amen Ra Films']",['Walter Hill'],"['Wesley Snipes', 'Ving Rhames', 'Peter Falk', 'Michael Rooker', 'Jon Seda', 'Ken Medlock', 'Wes Studi', 'Fisher Stevens', 'Dayton Callie', 'Amy Aquino']"
577,11576,"It's a Mad, Mad, Mad, Mad World","['Action', 'Adventure', 'Comedy', 'Crime']","['competition', 'prison', 'california', 'chase', 'humor', 'treasure hunt', 'slapstick', 'money', 'car chase', 'desert', 'race']",9400000,60000000,14.562991,7.0,140,163,1963,en,['United States of America'],"['United Artists', 'Casey Productions']",['Stanley Kramer'],"['Spencer Tracy', 'Milton Berle', 'Sid Caesar', 'Buddy Hackett', 'Mickey Rooney', 'Moe Howard', 'Larry Fine', 'Joe DeRita', 'Ethel Merman', 'Dick Shawn']"
578,13001,Stargate: The Ark of Truth,"['Adventure', 'Science Fiction']","['wormhole', 'space travel', 'supernatural powers', 'spaceship', 'alien']",7000000,8900000,8.591387,6.9,140,97,2008,en,"['Canada', 'United States of America']","['Metro-Goldwyn-Mayer (MGM)', 'Kawoosh! Productions DTV I']",['Robert C. Cooper'],"['Ben Browder', 'Amanda Tapping', 'Christopher Judge', 'Michael Shanks', 'Beau Bridges', 'Claudia Black', 'Morena Baccarin', 'Tim Guinee', 'Julian Sands', 'Currie Graham']"
579,76489,The Three Stooges,['Comedy'],['duringcreditsstinger'],30000000,54819301,14.585968,4.9,140,92,2012,en,['United States of America'],['Wessler Entertainment'],"['Bobby Farrelly', 'Peter Farrelly']","['Sean Hayes', 'Will Sasso', 'Chris Diamantopoulos', 'Jane Lynch', 'Sofía Vergara', 'Jennifer Hudson', 'Craig Bierko', 'Stephen Collins', 'Larry David', 'Kirby Heyborne']"
580,11648,Must Love Dogs,"['Comedy', 'Romance']","['sister sister relationship', 'make a match', 'single', 'children', 'teacher', 'dating', 'divorce', 'pet dog']",30000000,58405313,11.120167,5.8,140,98,2005,en,['United States of America'],"['Team Todd', 'Warner Bros.', 'Ubu Productions']",['Gary David Goldberg'],"['Diane Lane', 'John Cusack', 'Elizabeth Perkins', 'Christopher Plummer', 'Dermot Mulroney', 'Stockard Channing', 'Ali Hillis', 'Brad William Henke', 'Julie Gonzalo', 'Glenn Howerton']"
581,79694,The Apparition,"['Horror', 'Thriller']","['experiment', 'supernatural', 'paranormal', 'haunting', 'disappearance', 'fear', 'ghost']",17000000,9627492,6.385234,4.5,140,82,2012,en,['United States of America'],"['StudioCanal', 'Dark Castle Entertainment', 'Warner Bros.', 'Studio Babelsberg Motion Pictures']",['Todd Lincoln '],"['Ashley Greene', 'Sebastian Stan', 'Tom Felton', 'Julianna Guill', 'Luke Pasqualino', 'Rick Gomez', 'Anna Clark', 'Melissa Goldberg', 'Meena Serendib', 'Suzanne Ford']"
582,1378,Shortbus,"['Romance', 'Drama', 'Comedy']","['gay', 'new york', 'free love', 'transsexuality', 'sex', 'heterosexual', 'suicide attempt', 'eroticism', 'group sex', 'orgasm', 'sex therapy', 'video', 'dominatrix', 'homosexuality', 'unsimulated sex']",2000000,5179037,14.846001,6.3,140,101,2006,en,['United States of America'],"['Fortissimo Films', 'Process Productions', 'Q Television']",['John Cameron Mitchell'],"['Sook-Yin Lee', 'Paul Dawson', 'PJ DeBoy', 'Jay Brannan', 'Lindsay Beamish', 'Raphael Barker', 'Peter Stickles', 'Ray Rivas', 'Bitch', 'Shanti Carson']"
583,70868,I Don't Know How She Does It,"['Romance', 'Comedy']","['pregnancy', 'family vacation', 'widower']",24000000,30551495,8.630825,5.0,141,89,2011,en,['United States of America'],['The Weinstein Company'],['Douglas McGrath'],"['Sarah Jessica Parker', 'Pierce Brosnan', 'Sarah Shahi', 'Busy Philipps', 'Olivia Munn', 'Jessica Szohr', 'Kelsey Grammer', 'Christina Hendricks', 'Greg Kinnear', 'Jane Curtin']"
584,13920,Radio,['Drama'],"['biography', 'friendship', 'sport']",32000000,52277485,9.254647,6.8,141,109,2003,en,['United States of America'],"['Revolution Studios', 'Tollin/Robbins Productions']",['Mike Tollin'],"['Cuba Gooding Jr.', 'Ed Harris', 'Alfre Woodard', 'S. Epatha Merkerson', 'Debra Winger']"
585,12150,Sea of Love,"['Drama', 'Crime', 'Mystery']","['new york', 'alcohol', 'sex', 'detective', 'newspaper', 'nudity', 'suspect', 'police', 'murder', 'suspense', 'serial killer', 'neo-noir']",19000000,110879513,11.47316,6.7,141,113,1989,en,['United States of America'],['Universal Pictures Corporation'],['Harold Becker'],"['Al Pacino', 'Ellen Barkin', 'John Goodman', 'Michael Rooker', 'William Hickey', 'Richard Jenkins', 'Paul Calderon', 'John Spencer', 'Mark Phelan', 'Samuel L. Jackson']"
586,13967,Miss Potter,"['Drama', 'Family', 'Romance']","['loss of lover', 'author', 'rabbit']",30000000,35078241,8.386432,6.3,141,92,2006,en,"['United Kingdom', 'United States of America']",['BBC Films'],['Chris Noonan'],"['Ewan McGregor', 'Renée Zellweger', 'Emily Watson', 'Barbara Flynn', 'Bill Paterson', 'Matyelok Gibbs', 'Lloyd Owen', 'Anton Lesser', 'David Bamber', 'Phyllida Law']"
587,11022,Narc,"['Action', 'Crime', 'Drama', 'Thriller']","['investigation', 'internal affairs', 'narcotics cop']",6500000,12633747,8.526635,6.8,142,105,2002,en,"['Canada', 'United States of America']","['Paramount Pictures', 'Lions Gate Films', 'Cruise/Wagner Productions']",['Joe Carnahan'],"['Jason Patric', 'Ray Liotta', 'Chi McBride', 'Busta Rhymes', 'Lloyd Adams', 'Lina Giornofelice', 'Alan C. Peterson', 'Anne Openshaw', 'John Ortiz', 'Krista Bridges']"
588,126319,Ernest & Celestine,"['Animation', 'Comedy', 'Drama', 'Family']","['mouse', 'musician', 'friendship', 'prejudice', 'bear']",12516654,8109160,11.103202,7.6,142,78,2012,fr,"['Belgium', 'France', 'Luxembourg']","['StudioCanal', 'La Parti Productions', 'Les Armateurs', 'Melusine Productions', 'Maybe Movies', 'Gkids']","['Stéphane Aubier', 'Vincent Patar', 'Benjamin Renner']","['Anne-Marie Loop', 'Lambert Wilson', 'Pauline Brunner', 'Patrice Melennec', 'Brigitte Virtudes', 'Léonard Louf', 'Dominique Maurin', 'Yann Lemadic', 'Féodor Atkine', 'Vincent Grass']"
589,11692,The Adventures of Pluto Nash,"['Action', 'Comedy', 'Science Fiction']","['moon', 'casino', 'bar', 'nightclub', 'future', 'mafia boss', 'laser gun']",100000000,7103973,12.092241,4.4,142,95,2002,en,"['Australia', 'United States of America']","['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', ""Mel's Cite du Cinema""]",['Ron Underwood'],"['Eddie Murphy', 'Randy Quaid', 'Rosario Dawson', 'Joe Pantoliano', 'Jay Mohr', 'Luis Guzmán', 'Peter Boyle', 'Burt Young', 'Pam Grier', 'John Cleese']"
590,9280,Femme Fatale,"['Thriller', 'Crime', 'Romance']","['paris', 'france', 'new identity', 'paparazzi']",35000000,16838910,9.07278,6.2,142,114,2002,en,"['Switzerland', 'France']","['Epsilon Motion Pictures', 'Quinta Communications']",['Brian De Palma'],"['Rebecca Romijn', 'Antonio Banderas', 'Peter Coyote', 'Rie Rasmussen', 'Gregg Henry', 'Eriq Ebouaney', 'Edouard Montoute', 'Thierry Frémont', 'Jo Prestia', 'Fiona Curzon']"
591,887,The Best Years of Our Lives,"['Drama', 'History', 'Romance']","['usa', 'post traumatic stress  disorder', 'war veteran', 'world war ii']",2100000,23650000,8.38717,7.6,143,172,1946,en,['United States of America'],"['Samuel Goldwyn Company, The']",['William Wyler'],"['Fredric March', 'Myrna Loy', 'Dana Andrews', 'Teresa Wright', 'Virginia Mayo', ""Cathy O'Donnell"", 'Hoagy Carmichael', 'Harold Russell', 'Gladys George', 'Roman Bohnen']"
592,11519,1941,"['Action', 'Comedy']","['submarine', 'california', 'world war ii', 'war ship', 'pearl harbor', 'satire', 'los angeles', 'anarchic comedy']",35000000,31755742,10.032626,5.6,143,113,1979,en,['United States of America'],"['Columbia Pictures', 'Universal Pictures', 'A-Team']",['Steven Spielberg'],"['Dan Aykroyd', 'Ned Beatty', 'John Belushi', 'Lorraine Gary', 'Murray Hamilton', 'Christopher Lee', 'Tim Matheson', 'Robert Stack', 'Treat Williams', 'John Candy']"
593,315011,Shin Godzilla,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']","['monster', 'godzilla', 'giant monster', 'destruction', 'kaiju']",15000000,77000000,9.476999,6.5,143,120,2016,ja,['Japan'],"['Cine Bazar', 'Toho Pictures']","['Hideaki Anno', 'Shinji Higuchi']","['Hiroki Hasegawa', 'Yutaka Takenouchi', 'Satomi Ishihara', 'Kengo Kora', 'Matsuo Satoru', 'Mikako Ichikawa', 'Issei Takahashi', 'Kanji Tsuda', 'Shinya Tsukamoto', 'Toru Nomaguchi']"
594,15655,The Tigger Movie,"['Animation', 'Family']","['owl', 'donkey', 'tiger', 'piglet', 'bear', 'rabbit', 'woman director']",30000000,45554533,9.829859,6.3,143,77,2000,en,['United States of America'],['Walt Disney Pictures'],['Jun Falkenstein'],"['Jim Cummings', 'Nikita Hopkins', 'Ken Sansom', 'John Fiedler', 'Peter Cullen']"
595,10523,W.,"['Drama', 'History']","['usa', 'white house', 'usa president', 'president', 'iraq war']",25100000,29506464,10.445391,6.1,143,131,2008,en,['United States of America'],"['Ixtlan Productions', 'Emperor Motion Pictures', 'Global Entertainment Group']",['Oliver Stone'],"['Josh Brolin', 'Elizabeth Banks', 'Ellen Burstyn', 'Ioan Gruffudd', 'Thandie Newton', 'Richard Dreyfuss', 'Scott Glenn', 'James Cromwell', 'Jeffrey Wright', 'Toby Jones']"
596,10712,Far from Heaven,"['Drama', 'Romance']","['black people', 'wife husband relationship', 'botanist', 'homosexuality']",13500000,29027914,9.982885,6.9,144,107,2002,en,['United States of America'],['Clear Blue Sky Productions'],['Todd Haynes'],"['Julianne Moore', 'Dennis Quaid', 'Dennis Haysbert', 'Patricia Clarkson', 'Viola Davis', 'James Rebhorn', 'Michael Gaston', 'Celia Weston', 'June Squibb', 'Chance Kelly']"
597,546,Transamerica,['Drama'],"['individual', 'gay', 'new york', 'usa', 'missionary', 'father son relationship', 'sexual identity', 'transsexuality', 'runaway', 'sexual abuse', 'waitress', 'parents kids relationship', 'drug addiction', 'cocaine', ""women's sexual identity"", 'hustler', 'new identity', 'motel', 'therapist', 'porn actor', 'road trip', 'independent film', 'los angeles', 'transgender', 'stolen cars', 'hitchhike']",1000000,13350369,9.773398,6.9,144,103,2005,en,['United States of America'],"['IFC Films', 'The Weinstein Company']",['Duncan Tucker'],"['Felicity Huffman', 'Kevin Zegers', 'Elizabeth Peña', 'Danny Burstein', 'Maurice Orozco', 'Graham Greene', 'Stella Maeve', 'Teala Dunn', 'Grant Monohon', 'Burt Young']"
598,13820,Repo Man,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']","['california', 'cocaine', 'future', 'punk', 'theory', 'music', 'police', 'cult', 'rocker', 'ufo', 'surrealism', 'alien', 'independent film', 'conspiracy', 'torture', 'scientist', 'violence', 'killer', 'cult film', 'repossession']",1500000,2300000,11.35344,6.7,144,92,1984,en,['United States of America'],['Edge City'],['Alex Cox'],"['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter', 'Olivia Barash', 'Sy Richardson', 'Susan Barnes', 'Fox Harris', 'Tom Finnegan', 'Del Zamora', 'Eddie Velez']"
599,64639,Straw Dogs,"['Drama', 'Thriller']","['southern usa', 'rape', 'bar', 'wife husband relationship', 'barn', 'machismo', 'rifle', 'home invasion']",25000000,10324441,7.473455,5.5,144,110,2011,en,['United States of America'],['Battleplan Productions'],['Rod Lurie'],"['James Marsden', 'Kate Bosworth', 'Alexander Skarsgård', 'Dominic Purcell', 'Laz Alonso', 'Willa Holland', 'James Woods', 'Walton Goggins', 'Rhys Coiro', 'Billy Lush']"
600,17047,Agent Cody Banks 2: Destination London,['Comedy'],"['london england', 'cia', 'teenage hero', 'teen spy', 'cia agent']",26000000,28818995,10.925618,5.2,144,100,2004,en,['United States of America'],"['Splendid Pictures', 'Maverick Films', 'Metro-Goldwyn-Mayer (MGM)', 'Dylan Sellers Productions', 'Madacy Entertainment']",['Kevin Allen'],"['Frankie Muniz', 'Anthony Anderson', 'Hannah Spearritt', 'Alfie Allen', 'Cynthia Stevenson', 'Daniel Roebuck', 'Anna Chancellor', 'Keith Allen', 'James Faulkner', 'David Kelly']"
601,10461,Get Carter,"['Action', 'Drama', 'Thriller', 'Crime']","['pornographic video', 'car crash']",63600000,19412993,4.494788,4.8,145,102,2000,en,['United States of America'],"['Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions', 'The Canton Company']",['Stephen T. Kay'],"['Sylvester Stallone', 'Miranda Richardson', 'Rachael Leigh Cook', 'Mickey Rourke', 'Johnny Strong', 'Rhona Mitra', 'John C. McGinley', 'Alan Cumming', 'Michael Caine', 'Gretchen Mol']"
602,1722,Captain Corelli's Mandolin,"['Drama', 'History', 'Romance']","['officer', 'resistance fighter']",57000000,62112895,9.061866,5.5,145,131,2001,en,"['United Kingdom', 'United States of America', 'France']","['Miramax Films', 'Universal Pictures']",['John Madden'],"['Nicolas Cage', 'Penélope Cruz', 'John Hurt', 'Christian Bale', 'Irene Papas', 'Gerasimos Skiadaressis', 'Aspasia Kralli', 'Mihalis Giannatos', 'Dimitris Kaberidis', 'Pietro Sarubbi']"
603,8095,Cleopatra,"['Drama', 'History', 'Romance']","['ancient rome', 'historical figure', 'julius caesar']",31115000,71000000,13.244365,6.7,146,248,1963,en,"['United Kingdom', 'United States of America', 'Switzerland']","['Twentieth Century Fox Film Corporation', 'MCL Films S.A.', 'Walwa Films S.A.']",['Joseph L. Mankiewicz'],"['Elizabeth Taylor', 'Richard Burton', 'Rex Harrison', 'Roddy McDowall', 'Martin Landau', 'Hume Cronyn', 'Andrew Keir', 'Kenneth Haigh', 'George Cole', 'Pamela Brown']"
604,8069,Barbarella,['Science Fiction'],"['sexual fantasy', 'alien planet', 'cult classic']",9000000,2500000,14.171759,5.7,146,98,1968,en,['United States of America'],"['Paramount Pictures', 'Dino de Laurentiis Cinematografica', 'Marianne Productions']",['Roger Vadim'],"['Jane Fonda', 'John Phillip Law', 'Anita Pallenberg', 'Marcel Marceau', 'Claude Dauphin', ""Milo O'Shea"", 'Véronique Vendell', 'Serge Marquand', 'Catherine Chevallier', 'Marie Therese Chevallier']"
605,9557,Boat Trip,['Comedy'],"['gay', 'bikini', 'cruise ship']",20000000,8586376,7.034752,4.7,146,94,2002,en,"['Germany', 'United States of America']","['Motion Picture Corporation of America', 'Artisan Entertainment']",['Mort Nathan'],"['Cuba Gooding Jr.', 'Horatio Sanz', 'Roselyn Sánchez', 'Vivica A. Fox', 'Maurice Godin', 'Roger Moore', 'Victoria Silvstedt', 'Lin Shaye', 'Jennifer Gareis', 'Zen Gesner']"
606,9290,Crocodile Dundee in Los Angeles,"['Adventure', 'Comedy']","['crocodile', 'traffic jam', 'los angeles', 'stolen painting']",21150000,39438674,6.081772,4.7,146,92,2001,en,"['Australia', 'United States of America']","['Bungalow Productions', 'Silver Lion Films', 'Vision View Entertainment']",['Simon Wincer'],"['Paul Hogan', 'Linda Kozlowski', 'Jere Burns', 'Jonathan Banks', 'Alec Wilson', 'Gerry Skilton', 'Steve Rackman', 'Serge Cockburn', 'Aida Turturro', 'Paul Rodríguez']"
607,11165,Tora! Tora! Tora!,"['History', 'Action', 'Drama', 'Adventure', 'War']","['japan', 'world war ii', 'pearl harbor', 'soldier', 'imperial japan']",25485000,29548291,9.795985,6.9,147,144,1970,en,"['Japan', 'United States of America']",['Twentieth Century Fox Film Corporation'],"['Richard Fleischer', 'Kinji Fukasaku', 'Toshio Masuda']","['Martin Balsam', 'Sô Yamamura', 'Joseph Cotten', 'Tatsuya Mihashi', 'E.G. Marshall', 'James Whitmore', 'Takahiro Tamura', 'Jason Robards', 'Wesley Addy', 'Frank Aletter']"
608,14444,The Rugrats Movie,"['Animation', 'Family']","['brother brother relationship', 'baby', 'home', 'pregnancy and birth', 'sequel', 'kids and family', 'comedy', 'pregnancy', 'aftercreditsstinger']",30000000,100491683,7.981116,5.7,147,79,1998,en,['United States of America'],"['Nickelodeon Movies', 'Paramount Animation']","['Norton Virgien', 'Igor Kovalyov']","['Whoopi Goldberg', 'David Spade', 'E.G. Daily', 'Tara Strong', 'Christine Cavanaugh', 'Kath Soucie', 'Cheryl Chase', 'Tim Curry', 'Jack Riley', 'Busta Rhymes']"
609,9306,The Island of Dr. Moreau,"['Fantasy', 'Horror', 'Science Fiction']","['monster', 'experiment', 'island', 'mutation', 'genetics', 'hybrid', 'remake']",40000000,49627779,13.210898,4.6,147,96,1996,en,['United States of America'],['New Line Cinema'],"['John Frankenheimer', 'Richard Stanley']","['Marlon Brando', 'Val Kilmer', 'David Thewlis', 'Fairuza Balk', 'Daniel Rigney', 'Temuera Morrison', 'Nelson de la Rosa', 'Peter Elliott', 'Mark Dacascos', 'Ron Perlman']"
610,43931,My Soul to Take,"['Drama', 'Horror', 'Mystery', 'Thriller']","['soul', 'serial killer', 'slasher', 'teenager', '3d']",25000000,19829957,7.001176,5.2,147,107,2010,en,['United States of America'],"['Relativity Media', 'Rogue']",['Wes Craven'],"['Max Thieriot', 'John Magaro', 'Denzel Whitaker', 'Zena Grey', 'Nick Lashaway', 'Paulina Olszynski', 'Emily Meade', 'Jeremy Chu', 'Danai Gurira', 'Raúl Esparza']"
611,234212,Demonic,"['Thriller', 'Horror']","['detective', 'haunted house', 'investigation', 'anti-christ', 'possession', 'car crash', 'video camera', 'demon', 'missing']",3000000,3387000,12.564554,4.9,148,83,2015,en,"['United Kingdom', 'United States of America']","['Icon Entertainment International', 'Dimension Films', 'First Point Entertainment', 'IM Global']",['Will Canon'],"['Maria Bello', 'Frank Grillo', 'Cody Horn', 'Dustin Milligan', 'Megan Park', 'Scott Mechlowicz', 'Aaron Yoo', 'Alex Goode', 'Ashton Leigh', 'Terence Rosemore']"
612,27936,Micmacs,"['Action', 'Comedy', 'Crime']",['unemployment'],33000000,14000000,7.663515,6.8,148,100,2009,fr,['France'],"['France 2 Cinéma', 'France 3 Cinéma', 'Epithète Films', 'France 3 (FR 3)', 'Région Ile-de-France', 'France 2 (FR2)', 'Orange Cinéma Séries', 'Tapioca Films', 'Warner Bros. Entertainment France']",['Jean-Pierre Jeunet'],"['Dany Boon', 'Dominique Pinon', 'André Dussollier', 'Jean-Pierre Marielle', 'Julie Ferrier', 'Yolande Moreau', 'Michel Crémadès', 'Nicolas Marié', 'Omar Sy', 'Marie-Julie Baup']"
613,10873,Shadow of the Vampire,"['Drama', 'Horror']","['film director', 'dracula', '\xa0nosferatu']",8000000,8279017,5.93923,6.6,148,92,2000,en,['United States of America'],['Saturn Films'],['E. Elias Merhige'],"['John Malkovich', 'Willem Dafoe', 'Udo Kier', 'Cary Elwes', 'Catherine McCormack', 'Eddie Izzard', 'Aden Gillett', 'Nicholas Elliott', 'Ronan Vibert', 'Sophie Langevin']"
614,10577,Dracula 2000,"['Thriller', 'Horror']","['vampire', 'dracula', 'bite', 'blood', 'vlad', 'fang vamp']",28000000,33000337,6.756771,4.6,148,99,2000,en,['United States of America'],"['Neo Art & Logic', 'Dimension Films', 'Wes Craven Films']",['Patrick Lussier'],"['Gerard Butler', 'Christopher Plummer', 'Jonny Lee Miller', 'Justine Waddell', 'Jennifer Esposito', 'Omar Epps', 'Shane West', 'Danny Masterson', 'Nathan Fillion', 'Sean Patrick Thomas']"
615,11780,Rob Roy,['Adventure'],"['scotland', 'biography', '18th century']",28000000,31596911,10.703456,6.5,148,139,1995,en,"['United Kingdom', 'United States of America']","['United Artists', 'Talisman Productions']",['Michael Caton-Jones'],"['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz', 'Brian Cox', 'Jason Flemyng', 'Andrew Keir', 'Shirley Henderson', 'Brian McCardie']"
616,11219,The Trouble with Harry,"['Comedy', 'Mystery', 'Thriller']","['small town', 'chase', 'wife', 'leave', 'murder', 'suspense', 'female corpse']",1200000,7000000,6.920873,6.9,149,99,1955,en,['United States of America'],"['Paramount Pictures', 'Alfred J. Hitchcock Productions']",['Alfred Hitchcock'],"['Edmund Gwenn', 'John Forsythe', 'Shirley MacLaine', 'Mildred Natwick', 'Mildred Dunnock', 'Jerry Mathers', 'Royal Dano', 'Parker Fennelly', 'Barry Macollum', 'Dwight Marfield']"
617,35169,Furry Vengeance,['Comedy'],"['bear', 'animal', 'aftercreditsstinger', 'duringcreditsstinger', 'real estate']",35000000,39340177,13.668633,4.6,149,92,2010,en,"['United Arab Emirates', 'United States of America']","['Summit Entertainment', 'Robert Simonds Productions', 'Participant Media', 'Imagenation Abu Dhabi FZ', 'Furry Vengeance Productions']",['Roger Kumble'],"['Brendan Fraser', 'Ken Jeong', 'Brooke Shields', 'Angela Kinsey', 'Rob Riggle', 'Matt Prokop', 'Skyler Samuels', 'Alice Drummond', 'Ricky Garcia', 'Eugene Cordero']"
618,9682,Pulse,"['Horror', 'Thriller']","['suicide', 'hacker', 'death of a friend', 'website', 'remake']",38000000,29907685,9.662715,5.0,150,90,2006,en,['United States of America'],['Dimension Films'],['Jim Sonzero'],"['Kristen Bell', 'Ian Somerhalder', 'Christina Milian', 'Rick Gonzalez', 'Jonathan Tucker', 'Samm Levine', 'Octavia Spencer', 'Ron Rifkin', 'Joseph Gatt', ""Kel O'Neill""]"
619,10478,Tin Cup,"['Comedy', 'Drama', 'Romance']","['lover (female)', 'golf', 'man-woman relation', 'sport']",45000000,53854588,10.731574,5.9,150,135,1996,en,['United States of America'],"['Regency Enterprises', 'Warner Bros.']",['Ron Shelton'],"['Kevin Costner', 'Don Johnson', 'Cheech Marin', 'George Perez', 'Rene Russo', 'Linda Hart', 'Dennis Burkley', 'Rex Linn', 'Lou Myers', 'Richard Lineback']"
620,14047,The Great Debaters,['Drama'],['biography'],15000000,30226144,10.84158,6.9,151,126,2007,en,['United States of America'],"['The Weinstein Company', 'Harpo Films', 'Marshall Production']",['Denzel Washington'],"['Denzel Washington', 'Nate Parker', 'Forest Whitaker', 'Denzel Whitaker', 'Kimberly Elise', 'Jermaine Williams', 'Gina Ravera', 'John Heard', 'Devyn A. Tyler', 'Trenton McClain Boyd']"
621,4012,The Believer,['Drama'],"['bomb', 'jewry', 'world war ii', 'jew', 'anti semitism', 'independent film', 'bomb planting']",1500000,416925,9.856826,6.8,151,98,2001,en,['United States of America'],"['Fuller Films', 'Seven Arts Pictures']",['Henry Bean'],"['Ryan Gosling', 'Summer Phoenix', 'Theresa Russell', 'Billy Zane', 'Joshua Harto', 'Glenn Fitzgerald', 'A.D. Miles', 'Ronald Guttman', 'Garret Dillahunt', 'Heather Goldenhersh']"
622,9899,The Producers,"['Comedy', 'Music']","['cheating', 'adolf hitler', 'success', 'music', 'blonde', 'producer', 'aftercreditsstinger', 'woman director']",45000000,38058335,6.803965,6.1,151,134,2005,en,['United States of America'],"['Sony Pictures', 'Gaumont Columbia Tristar Films']",['Susan Stroman'],"['Matthew Broderick', 'Uma Thurman', 'Will Ferrell', 'Eileen Essell', 'Gary Beach', 'Michael McKean', 'David Huddleston', 'Debra Monk', 'Andrea Martin', 'Jon Lovitz']"
623,16353,Ong Bak 2,"['Adventure', 'Action', 'Thriller']",['sequel'],8500000,8936663,9.029489,6.0,152,98,2008,th,['Thailand'],['Iyara Films'],"['Tony Jaa', 'Panna Rittikrai']","['Tony Jaa', 'Sarunyu Wongkrachang', 'Sorapong Chatree', 'Primorata Dejudom']"
624,78698,Big Miracle,"['Adventure', 'Drama', 'Romance']","['whale', 'alaska', 'aftercreditsstinger', 'duringcreditsstinger', 'animal protection']",40000000,24719215,8.303696,6.6,152,107,2012,en,"['United Kingdom', 'United States of America']","['Universal Pictures', 'Anonymous Content', 'Working Title Films']",['Ken Kwapis'],"['Drew Barrymore', 'John Krasinski', 'Kristen Bell', 'Vinessa Shaw', 'Dermot Mulroney', 'Ted Danson', 'Kathy Baker', 'Tim Blake Nelson', 'Stephen Root', 'John Michael Higgins']"
625,10894,May,"['Drama', 'Horror', 'Thriller', 'Romance']","['difficult childhood', 'murder', 'loneliness']",500000,150277,8.650779,6.3,152,93,2002,en,['United States of America'],"['A Loopy Production LLC', '2 Loop Films']",['Lucky McKee'],"['Angela Bettis', 'Jeremy Sisto', 'Anna Faris', 'James Duval', 'Nichole Hiltz', 'Kevin Gage', 'Merle Kennedy', 'Chandler Riley Hecht', 'Rachel David', 'Nora Zehetner']"
626,14844,Chasing Liberty,"['Comedy', 'Romance']","['venice', 'berlin', 'usa president', 'undercover', 'prague', 'romantic comedy', 'travel', 'lying', 'young adult', 'secret service agent', 'overprotective father']",23000000,12313323,3.362045,6.1,152,111,2004,en,"['United Kingdom', 'United States of America']","['Alcon Entertainment', 'ETIC Films', 'C.R.G. International', 'Trademark Films', 'Micro Fusion 2003-2']",['Andy Cadiff'],"['Mandy Moore', 'Stark Sands', 'Tony Jayawardena', 'Jeremy Piven', 'Annabella Sciorra', 'Terence Maynard', 'Mark Harmon', 'Caroline Goodall', 'Matthew Goode', 'Beatrice Rosen']"
627,9989,Antitrust,"['Action', 'Crime', 'Drama']","['technology', 'garage', 'hacker', 'male friendship', 'microchip', 'computer', 'company', 'suspense', 'business start-up', 'computer expert', 'childhood friends']",30000000,18195610,8.359599,5.8,153,108,2001,en,"['Canada', 'United States of America']","['Industry Entertainment', 'Epsilon Motion Pictures', 'Hyde Park Films', 'Metro-Goldwyn-Mayer (MGM)']",['Peter Howitt'],"['Ryan Phillippe', 'Rachael Leigh Cook', 'Tim Robbins', 'Claire Forlani', 'Richard Roundtree', 'Tygh Runyan', 'Ned Bellamy', 'Tyler Labine', 'Yee Jee Tso', 'Nate Dushku']"
628,302,Swimming Pool,"['Thriller', 'Crime']","['london england', 'female nudity', 'women', 'countryside', 'based on novel', 'subway', 'provence', 'country house', 'writing', 'generations confilct', 'dying and death', 'daughter', 'swimming pool', 'murder', 'suspense', 'author', 'drug']",7800000,22441323,11.000654,6.4,153,102,2003,en,"['France', 'United Kingdom']","['France 2 Cinéma', 'Canal Plus', 'Fidélité Productions', 'Gimages', 'FOZ', 'Headforce Ltd.']",['François Ozon'],"['Charlotte Rampling', 'Ludivine Sagnier', 'Charles Dance', 'Jean-Marie Lamour', 'Marc Fayolle', 'Mireille Mossé', 'Michel Fau', 'Jean-Claude Lecas', 'Emilie Gavois-Kahn', 'Erarde Forestali']"
629,9794,Employee of the Month,"['Comedy', 'Romance']","['salesclerk', 'midlife crisis', 'vulgar', 'slacker']",12000000,38368909,9.559737,5.3,153,103,2006,en,['United States of America'],['Lionsgate'],['Greg Coolidge'],"['Dane Cook', 'Jessica Simpson', 'Dax Shepard', 'Andy Dick', 'Tim Bagley', 'Brian George', 'Efren Ramirez', 'Marcello Thedford', 'Danny Woodburn', 'Harland Williams']"
