,movie_id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,director,cast
718,256924,Danny Collins,"['Comedy', 'Drama', 'Music']","['rock star', 'middle age']",10000000,10835752,16.318.608,6.6,183,107,2015,en,['United States of America'],"['Big Indie Pictures', 'ShivHans Pictures']",['Dan Fogelman'],"['Al Pacino', 'Annette Bening', 'Jennifer Garner', 'Bobby Cannavale', 'Christopher Plummer']"
719,23963,Pontypool,"['Horror', 'Mystery', 'Science Fiction']","['disc jockey', 'radio station', 'winter', 'survival', 'zombie', 'fear', 'ontario canada', 'radio broadcast', 'talk radio', 'zombie apocalypse', 'trapped in building']",1500000,32000,4.680.206,6.6,183,93,2009,en,['Canada'],"['Ponty Up Pictures', 'Shadow Shows']",['Bruce McDonald'],"['Stephen McHattie', 'Lisa Houle', 'Georgina Reilly', 'Hrant Alianak', 'Rick Roberts', 'Louis Negin', 'Daniel Fathers', 'Beatriz Yuste', 'Tony Burgess', 'Boyd Banks']"
720,10678,Bringing Down the House,['Comedy'],"['prison', 'ex-boyfriend', 'support', 'escape', 'lawyer']",20000000,132675402,8.351.385,5.4,183,105,2003,en,['United States of America'],"['Hyde Park Films', 'Touchstone Pictures']",['Adam Shankman'],"['Steve Martin', 'Queen Latifah', 'Eugene Levy', 'Joan Plowright', 'Jean Smart', 'Kimberly J. Brown', 'Missi Pyle', 'Angus T. Jones', 'Michael Rosenbaum', 'Betty White']"
721,1909,Don Juan DeMarco,"['Romance', 'Drama', 'Comedy']","['sex addiction', 'love', 'mental institution', 'patient', 'psychiatrist', 'don juan']",25000000,22200000,8.870.614,6.2,183,97,1994,en,['United States of America'],"['New Line Cinema', 'American Zoetrope']",['Jeremy Leven'],"['Johnny Depp', 'Marlon Brando', 'Faye Dunaway', 'Géraldine Pailhas', 'Bob Dishy', 'Rachel Ticotin', 'Talisa Soto', 'Stephen Singer', 'Jo Champa', 'Marita Geraghty']"
722,11361,Halloween 5: The Revenge of Michael Myers,"['Horror', 'Thriller']","['sheriff', 'barn', 'black', 'sequel', 'boogeyman', 'masked killer', 'slasher', 'youth', 'psychiatrist', 'killer', 'kitten', 'scythe', 'heroine', 'pitchfork', 'psychotronic', 'michael myers']",5000000,11642254,8.008.844,5.2,183,96,1989,en,['United States of America'],['Trans Pacific Films'],['Dominique Othenin-Girard'],"['Donald Pleasence', 'Danielle Harris', 'Ellie Cornell', 'Beau Starr', 'Don Shanks', 'Jeffrey Landman', 'Tamara Glynn', 'Jonathan Chapin', 'Matthew Walker', 'Wendy Foxworth']"
723,10246,Porky's,['Comedy'],"['male nudity', 'female nudity', 'sex', 'florida', 'virgin', 'nudity', 'stripper', 'redneck', 'school', 'loss of virginity', 'hijinks', 'racism', 'teenager', 'lust', 'mischief', 'peeping tom', 'teaching', 'misadventure', 'duringcreditsstinger', 'voyeur', 'canuxploitation', 'virginity']",4000000,125728258,12.891.276,6.1,183,94,1981,en,"['United States of America', 'Canada']","['Melvin Simon Productions', 'Astral Bellevue Pathé']",['Bob Clark'],"['Dan Monahan', 'Mark Herrier', 'Wyatt Knight', ""Cyril O'Reilly"", 'Kaki Hunter', 'Kim Cattrall', 'Tony Ganios', 'Art Hindle', 'Doug McGrath', 'Susan Clark']"
724,11560,High Crimes,"['Drama', 'Mystery', 'Thriller', 'Crime']","['based on novel', 'witness', 'village', 'court', 'love', 'murder', 'lawyer', 'defense', 'trial', 'justice', 'husband', 'u.s. marine', 'arrested', 'classified']",42000000,63781810,14.046.705,6.1,184,115,2002,en,['United States of America'],"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Monarch Pictures', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Manifest Film Company']",['Carl Franklin'],"['Ashley Judd', 'Morgan Freeman', 'Jim Caviezel', 'Amanda Peet', 'Adam Scott', 'Bruce Davison', 'Tom Bower', 'Juan Carlos Hernández', 'Michael Gaston', 'Jude Ciccolella']"
725,1499,Teenage Mutant Ninja Turtles III,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['japan', 'time travel', 'ninja']",21000000,42000000,10.207.065,5.1,184,96,1993,en,"['Hong Kong', 'United States of America']","['New Line Cinema', 'Golden Harvest Pictures', 'Clearwater Holdings Limited']",['Stuart Gillard'],"['Paige Turco', 'Stuart Wilson', 'Sab Shimono', 'Vivian Wu', 'Mark Caso', 'Corey Feldman', 'Matt Hill', 'Jim Raposa', 'David Fraser', 'Elias Koteas']"
726,256962,Little Boy,"['Comedy', 'Drama', 'War']","['japanese', 'world war ii', 'spirituality']",20000000,6420319,12.232.048,7,185,106,2015,en,"['Mexico', 'United States of America']","['Metanoia Films', 'Santa Fé Films']",['Alejandro Monteverde'],"['Jakob Salvati', 'Emily Watson', 'Cary-Hiroyuki Tagawa', 'Michael Rapaport', 'David Henrie', 'Ben Chaplin', 'Eduardo Verástegui', 'Ted Levine', 'Ali Landry', 'Abraham Benrubi']"
727,13374,Ice Princess,"['Drama', 'Comedy', 'Family']","['sport', 'figure skating', 'teenage girl', 'teen movie', 'teenager']",25000000,27645491,13.288.177,5.9,185,98,2005,en,"['United States of America', 'Canada']","['Walt Disney Pictures', 'Bridget Johnson Films', 'Skate Away Productions']",['Tim Fywell'],"['Michelle Trachtenberg', 'Joan Cusack', 'Amy Stewart', 'Hayden Panettiere', 'Kim Cattrall', 'Steve Ross', 'Trevor Blumas', 'Kirsten Olson', 'Jocelyn Lai', 'Connie Ray']"
728,339984,Miracles from Heaven,['Drama'],"['miracle', 'christian', 'cure', 'woman director', 'accident']",16000000,77000000,10.248.439,6.7,186,117,2016,en,['United States of America'],"['TriStar Pictures', 'Sony Pictures Entertainment']",['Patricia Riggen'],"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson', 'Brighton Sharbino', 'Courtney Fansler', 'Queen Latifah', 'Eugenio Derbez', 'Kelly Collins Lintz', 'John Carroll Lynch', 'Brandon Spink']"
729,11170,We Are Marshall,['Drama'],"['american football', '1970s', 'trainer', 'college', 'sport']",65000000,43545364,8.629.665,6.7,186,124,2006,en,['United States of America'],"['Legendary Pictures', 'Thunder Road Pictures', 'Wonderland Sound and Vision', 'Warner Bros.']",['McG'],"['Matthew McConaughey', 'Matthew Fox', 'Anthony Mackie', 'David Strathairn', 'Ian McShane']"
730,10060,Get Rich or Die Tryin',['Drama'],"['loss of mother', 'attempted murder', 'career', 'musical', 'rapper', 'drug']",40000000,46442528,12.885.985,6.3,186,117,2005,en,['United States of America'],"['Paramount Pictures', 'MTV Films', 'Cent Productions Inc.']",['Jim Sheridan'],"['50 Cent', 'Joy Bryant', 'Adewale Akinnuoye-Agbaje', 'Omar Benson Miller', 'Terrence Howard', 'Viola Davis', 'Ashley Walters', 'Tory Kittles', 'Marc John Jefferies', 'Sullivan Walker']"
731,2639,Deconstructing Harry,"['Comedy', 'Drama']","['new york', ""writer's block"", 'insanity', 'independent film', 'author']",20000000,10686841,11.352.693,7.3,187,96,1997,en,['United States of America'],['Fine Line Features'],['Woody Allen'],"['Woody Allen', 'Kirstie Alley', 'Billy Crystal', 'Judy Davis', 'Caroline Aaron', 'Eric Bogosian', 'Amy Irving', 'Mariel Hemingway', 'Elisabeth Shue', 'Richard Benjamin']"
732,76758,The Flowers of War,"['Drama', 'History', 'War']","['forced prostitution', 'child rape']",94000000,95311434,12.516.546,7.1,187,145,2011,zh,"['China', 'Hong Kong']","['Beijing New Picture Film Co. Ltd.', 'EDKO Film', 'New Picture Company']",['Zhang Yimou'],"['Christian Bale', 'Ni Ni', 'Tong Dawei', 'Zhang Xinyi', 'Shigeo Kobayashi']"
733,11086,The Majestic,"['Drama', 'Romance']","['california', 'falsely accused', 'prosecution', 'anti-communism', 'hollywood', 'writer']",72000000,37317558,11.215.702,6.6,188,152,2001,en,['United States of America'],"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'Darkwoods Productions']",['Frank Darabont'],"['Jim Carrey', 'Martin Landau', 'Laurie Holden', 'David Ogden Stiers', 'Hal Holbrook', 'Bob Balaban', 'Ron Rifkin', 'Jeffrey DeMunn', 'Brent Briscoe', 'Gerry Black']"
734,1792,Stuck on You,['Comedy'],"['sex', 'dancer', 'martial arts', 'cook', 'stripper', 'love', 'bully', 'hollywood', 'twins', 'flashback', 'freak', 'actor', 'anxiety', 'conjoined', 'siamese']",55000000,33828318,8.802.525,5.1,188,118,2003,en,['United States of America'],"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']","['Bobby Farrelly', 'Peter Farrelly']","['Matt Damon', 'Greg Kinnear', 'Eva Mendes', 'Wen Yann Shih', 'Seymour Cassel', 'Dane Cook', 'Cam Neely', 'Cher', 'Frankie Muniz', 'Daniel Greene']"
735,10632,The Hunted,"['Drama', 'Action', 'Thriller', 'Crime']","['hunter', 'fbi', 'knife', 'balkan war', 'woods', 'psychopathic killer', 'slaughter', 'survivalist', 'maniac', 'special forces', 'killing spree', 'combat', 'ex soldier', 'dark past', 'manhunt', 'gory violence']",55000000,34234008,8.634.954,6,189,94,2003,en,['United States of America'],"['Lakeshore Entertainment', 'Alphaville Films']",['William Friedkin'],"['Tommy Lee Jones', 'Benicio del Toro', 'Connie Nielsen', 'Leslie Stefanson', 'John Finn']"
736,11973,Thirteen Days,"['Drama', 'Thriller']","['usa president', 'atomic bomb', 'john f. kennedy', 'kubakrise', 'threat']",80000000,34566746,1.826.121,6.9,189,145,2000,en,['United States of America'],"['New Line Cinema', 'Tig Productions']",['Roger Donaldson'],"['Kevin Costner', 'Bruce Greenwood', 'Steven Culp', 'Dylan Baker', 'Shawn Driscoll']"
737,4599,Raising Helen,"['Drama', 'Comedy', 'Romance']","['new york', 'pastor', 'world of fasion', 'loss of parents', 'mannequin', 'fashion designer', 'family relationships']",50000000,49718611,13.298.205,5.9,189,119,2004,en,['United States of America'],"['Touchstone Pictures', 'Beacon Pictures', 'Mandeville Films']",['Garry Marshall'],"['Kate Hudson', 'John Corbett', 'Joan Cusack', 'Hayden Panettiere', 'Spencer Breslin', 'Abigail Breslin', 'Helen Mirren', 'Felicity Huffman', 'Kevin Kilner', 'Sakina Jaffrey']"
738,19255,Away We Go,"['Drama', 'Comedy', 'Romance']","['interracial relationship', 'dead father', 'reference to bob dylan', 'biracial', 'bedtime story', 'unmarried couple', 'medical illustrator', 'disguised voice', 'reference to huckleberry finn', 'student protest', 'sonogram', 'expectant grandmother', 'dead parents', 'testicles']",17000000,14899417,1.013.559,6.7,189,98,2009,en,['United States of America'],"['Neal Street Productions', 'Focus Features', 'Big Beach Films']",['Sam Mendes'],"['John Krasinski', 'Maya Rudolph', 'Carmen Ejogo', ""Catherine O'Hara"", 'Jeff Daniels', 'Allison Janney', 'Jim Gaffigan', 'Samantha Pryor', 'Conor Carroll', 'Maggie Gyllenhaal']"
739,10514,The Andromeda Strain,"['Science Fiction', 'Thriller']","['nasa', 'new mexico', 'biological weapon', 'epilepsy', 'secret lab', 'alien phenomenons', 'chemistry', 'biology', 'suspense', 'nuclear threat', 'science']",6500000,12376563,12.524.953,7,190,131,1971,en,['United States of America'],['Universal Pictures'],['Robert Wise'],"['Arthur Hill', 'David Wayne', 'James Olson', 'Kate Reid', 'Paula Kelly', 'George Mitchell', 'Ramon Bieri', 'Peter Hobbs', 'Kermit Murdock', ""Richard O'Brien""]"
740,1989,My Blueberry Nights,"['Drama', 'Romance']","['usa', 'kaffeehaus', 'poker', 'lovesickness', 'waitress', 'bar', 'night life', 'night', 'melancholy', 'approach', 'loneliness']",10000000,21786738,10.733.761,6,190,111,2007,en,"['China', 'France', 'Hong Kong']","['Block 2 Pictures', 'Jet Tone Production', 'StudioCanal', 'Lou Yi Inc.']",['Wong Kar-wai'],"['Norah Jones', 'Jude Law', 'Natalie Portman', 'David Strathairn', 'Rachel Weisz', 'Cat Power', 'Frankie Faison', 'Michael Delano', 'Chad R. Davis', 'Katya Blumenberg']"
741,12508,Rock Star,"['Music', 'Drama', 'Comedy']","['rock star', 'success', 'discontentedness and displeasedness', 'heavy metal', 'relationship problems']",57000000,16991902,1.160.815,6,190,105,2001,en,['United States of America'],"['Bel Air Entertainment', 'Warner Bros.', 'Robert Lawrence Productions', 'Metal Productions Inc.', 'Maysville Pictures']",['Stephen Herek'],"['Mark Wahlberg', 'Jennifer Aniston', 'Jason Flemyng', 'Dominic West', 'Jason Bonham', 'Zakk Wylde', 'Jeff Pilson', 'Timothy Olyphant', 'Beth Grant', 'Timothy Spall']"
742,13025,Diary of the Dead,"['Horror', 'Action', 'Science Fiction']","['zombie', 'found footage']",2000000,5364858,15.351.412,5.4,190,95,2007,en,['United States of America'],['Artfire Films'],['George A. Romero'],"['Michelle Morgan', 'Joshua Close', 'Shawn Roberts', 'Amy Lalonde', 'Joe Dinicol', 'Scott Wentworth', 'Philip Riccio', 'Chris Violette', 'Tatiana Maslany', 'Todd Schroeder']"
743,10283,Friday the 13th Part VIII: Jason Takes Manhattan,"['Horror', 'Thriller']","['new york', 'boat', 'mask', 'psychopath', 'high school', 'sewerage', 'times square', 'serial killer', 'teenager', 'jason vorhees']",5000000,14000000,12.904.615,4.8,191,100,1989,en,['United States of America'],"['Paramount Pictures', 'Sean S. Cunningham Films', 'Horror Inc.']",['Rob Hedden'],"['Kane Hodder', 'Jensen Daggett', 'Scott Reeves', 'Barbara Bingham', 'Peter Mark Richman', 'Martin Cummins', 'Gordon Currie', 'Alex Diakun', 'Vincent Craig Dupree', 'Saffron Henderson']"
744,2749,15 Minutes,"['Action', 'Crime', 'Thriller']","['new york', 'female nudity', 'prison', 'prostitute', 'rape', 'robbery', 'fire', 'detective', 'airport', 'shotgun', 'prisoner', 'ex-detainee', 'attempted murder', 'paranoia', 'russian', 'eastern europe', 'video', 'knife', 'fistfight', 'police', 'thief', 'revenge', 'video camera', 'escape', 'breast', 'dead body', 'lawyer', 'shot to death', 'torture', 'fear', 'new york city', 'urination', 'violence', 'home invasion', 'criminal', 'police detective', 'death', 'drunk', 'nypd', 'news report', 'gun violence', 'graveyard', 'death of boyfriend']",60000000,56359980,15.205.371,5.7,191,120,2001,en,"['Germany', 'United States of America']","['New Line Cinema', 'Industry Entertainment', 'Tribeca Productions', 'New Redemption Pictures']",['John Herzfeld'],"['Robert De Niro', 'Charlize Theron', 'Edward Burns', 'Kelsey Grammer', 'Avery Brooks', 'Vera Farmiga', 'Kim Cattrall', 'David Alan Grier', 'Roseanne Barr', 'Anton Yelchin']"
745,8968,Boogeyman,"['Thriller', 'Horror', 'Drama', 'Mystery']","['nightmare', 'hallucination', 'childhood trauma', 'break-up', 'hometown', 'psychotherapy']",20000000,67192859,1.162.423,4.6,191,89,2005,en,['United States of America'],"['Ghost House Pictures', 'Senator International', 'Screen Gems', 'Pacific Renaissance Pictures Ltd.']",['Stephen T. Kay'],"['Emily Deschanel', 'Barry Watson', 'Skye McCole Bartusiak', 'Lucy Lawless', 'Tory Mussett', 'Olivia Tennet', 'Aaron Murphy', 'Andrew Glover', 'Scott Wills', 'Robyn Malcolm']"
746,4929,Hang 'em High,['Western'],"['prison', 'judge', 'marshal', 'death penalty', 'oklahoma', 'widow', 'cattle drive', 'hanging', 'law man', 'lynching', 'search party']",1800000,6800000,11.756.943,6.7,192,114,1968,en,['United States of America'],['United Artists'],['Ted Post'],"['Clint Eastwood', 'Inger Stevens', 'Ed Begley', 'Pat Hingle', 'Ben Johnson', 'Bruce Dern', 'Charles McGraw', 'Ruth White', 'Alan Hale Jr.', 'L.Q. Jones']"
747,12569,Extract,['Comedy'],"['infidelity', 'con man', 'thief', 'independent film', 'business', 'manufacturing', 'industrial accident', 'duringcreditsstinger', 'sexless marriage', 'misfortune']",8000000,10848783,14.652.342,5.7,192,92,2009,en,['United States of America'],['Miramax Films'],['Mike Judge'],"['Jason Bateman', 'Mila Kunis', 'Kristen Wiig', 'Ben Affleck', 'J.K. Simmons', 'Clifton Collins Jr', 'Dustin Milligan', 'David Koechner', 'Beth Grant', 'T.J. Miller']"
748,10281,Friday the 13th Part VII: The New Blood,"['Horror', 'Thriller']","['lake', 'mask', 'telekinesis', 'psychopath', 'slasher', 'teenager', 'psychiatrist', 'jason vorhees']",2800000,19170001,9.070.842,5.3,192,88,1988,en,['United States of America'],['Paramount Pictures'],['John Carl Buechler'],"['Kane Hodder', 'Lar Park Lincoln', 'Susan Jennifer Sullivan', 'Kevin Spirtas', 'Terry Kiser', 'Elizabeth Kaitan', 'Susan Blu', 'John Otrin', 'Heidi Kozak', 'William Butler']"
749,44113,Stone,['Drama'],"['prison', 'fire', 'manipulation', 'seduction', 'vegetarian', 'playground', 'deception', 'arson', 'parole', 'arsonist', 'convict', 'house fire']",22000000,9479718,12.445.176,5.2,192,105,2010,en,['United States of America'],"['Stone Productions', 'Mimran Schur Pictures']",['John Curran'],"['Frances Conroy', 'Robert De Niro', 'Edward Norton', 'Milla Jovovich', 'Enver Gjokaj', 'Pepper Binkley', 'Sandra Love Aldridge', 'Greg Trzaskoma', 'Rachel Loiselle', 'Peter Lewis']"
750,10285,Jason Goes to Hell: The Final Friday,"['Fantasy', 'Horror', 'Thriller']","['male nudity', 'female nudity', 'waitress', 'camping', 'nudity', 'psychopath', 'sequel', 'murder', 'independent film', 'serial killer', 'diner', 'slasher', 'series of murders', 'violence', 'hockey mask', 'jason vorhees', 'madman']",3000000,15938065,10.341.982,4.2,193,87,1993,en,['United States of America'],"['New Line Cinema', 'Sean S. Cunningham Films']",['Adam Marcus'],"['Kane Hodder', 'John D. LeMay', 'Kari Keegan', 'Steven Williams', 'Steven Culp', 'Erin Gray', 'Rusty Schwimmer', 'Richard Gant', 'Leslie Jordan', 'Billy Green Bush']"
751,9566,The Fan,"['Drama', 'Mystery', 'Thriller']","['sport', 'luck', 'san francisco giants', 'child custody', 'baseball pitcher', 'baseball fan', 'psychotic fan', 'sports agent', 'driving range', 'steam room']",55000000,18626419,4.366.488,5.7,194,116,1996,en,['United States of America'],"['TriStar Pictures', 'Mandalay Entertainment']",['Tony Scott'],"['Robert De Niro', 'Wesley Snipes', 'Ellen Barkin', 'John Leguizamo', 'Benicio del Toro', ""Patti D'Arbanville"", 'Chris Mulkey', 'Dan Butler', 'Kurt Fuller', 'Frank Medrano']"
752,10683,Happiness,"['Comedy', 'Drama']","['rape', 'sister sister relationship', 'lover (female)', 'pedophilia', 'sister', 'partnership', 'stalker', 'secret love', 'independent film', 'relationship', 'extramarital affair', 'family conflict', 'unhappiness']",3000000,2807390,10.757.539,7.4,194,139,1998,en,['United States of America'],"['Killer Films', 'Good Machine']",['Todd Solondz'],"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman', 'Dylan Baker', 'Evan Silverberg', 'Rufus Read', 'Justin Elvin', 'Lara Flynn Boyle', 'Cynthia Stevenson', 'Lila Glantzman-Leib']"
753,10317,Our Brand Is Crisis,"['Comedy', 'Drama']","['bolivia', 'woman', 'political campaign', 'south america', 'year 2002']",28000000,7002261,12.921.594,5.8,195,108,2015,en,['United States of America'],"['Participant Media', 'Smokehouse Pictures']",['David Gordon Green'],"['Sandra Bullock', 'Anthony Mackie', 'Billy Bob Thornton', 'Zoe Kazan', 'Scoot McNairy', 'Ann Dowd', 'Joaquim de Almeida', 'Candice Harrison', 'Carmela Zumbado', 'Erick Chavarria']"
754,3902,I'm Not There.,"['Drama', 'Music']","['rock and roll', 'music style', 'success', 'john f. kennedy', 'advancement', 'bob dylan', 'rock', 'biography', 'music', 'beatnik', 'motor-bike accident']",20000000,4001121,13.032.308,6.6,195,135,2007,en,['United States of America'],"['Endgame Entertainment', 'Rising Star', 'Killer Films', 'John Wells Productions', 'Dreamachine', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'Grey Water Park Productions', 'John Goldwyn Productions', 'Wells Productions']",['Todd Haynes'],"['Cate Blanchett', 'Heath Ledger', 'Julianne Moore', 'Ben Whishaw', 'Charlotte Gainsbourg', 'Michelle Williams', 'Christian Bale', 'Marcus Carl Franklin', 'Richard Gere', 'David Cross']"
755,34769,Defendor,"['Drama', 'Action', 'Comedy', 'Crime']","['crime fighter', 'delusion', 'superhero']",3500000,44462,845.342,6.5,195,101,2009,en,"['Canada', 'United Kingdom', 'United States of America']","['Alliance Films', 'Darius Films', 'Insight Film Releasing']",['Peter Stebbings'],"['Woody Harrelson', 'Kat Dennings', 'Elias Koteas', 'Sandra Oh', 'Clark Johnson', 'Michael Kelly', 'Kristin Booth', 'Lisa Ray', 'Alan C. Peterson', 'Tony Nappo']"
756,9087,The American President,"['Comedy', 'Drama', 'Romance']","['white house', 'usa president', 'new love', 'widower', 'wildlife conservation']",62000000,107879496,11.056.763,6.5,195,106,1995,en,['United States of America'],"['Columbia Pictures', 'Castle Rock Entertainment']",['Rob Reiner'],"['Michael Douglas', 'Annette Bening', 'Michael J. Fox', 'Martin Sheen', 'Anna Deavere Smith', 'Shawna Waldron', 'Samantha Mathis', 'David Paymer', 'Richard Dreyfuss', 'Nina Siemaszko']"
757,6687,Transsiberian,"['Thriller', 'Crime', 'Mystery']","['china', 'married couple', 'backpacker', 'firearm', 'police', 'travel', 'snow', 'blood', 'cowardliness', 'train', 'drug', 'killer', 'siberia', 'moscow', 'trans-siberian railway']",15000000,5926410,11.428.903,6.5,195,111,2008,en,"['Germany', 'Spain', 'United Kingdom', 'Lithuania']","['Lietuvos Kinostudija', 'Scout Productions', 'Telecinco Cinema', 'Castelao Producciones', 'Canal+ España', 'Future Films', 'Filmax International', 'Filmax Group', 'Universum Film (UFA)']",['Brad Anderson'],"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara', 'Eduardo Noriega', 'Thomas Kretschmann', 'Ben Kingsley', 'Etienne Chicot', 'Mac McDonald', 'Colin Stinton', 'Perlis Vaisieta']"
758,9430,Go,"['Crime', 'Comedy', 'Thriller']","['ecstasy', 'drug dealing', 'drug', 'reference to family circus', 'high', 'bisexual man', 'multiple storylines']",6500000,28451622,11.142.389,7,196,98,1999,en,['United States of America'],['Columbia Pictures'],['Doug Liman'],"['Sarah Polley', 'Katie Holmes', 'Jay Mohr', 'Timothy Olyphant', 'William Fichtner', 'Scott Wolf', 'Robert Peters', 'Suzanne Krull', 'Desmond Askew', 'Nathan Bexton']"
759,10207,Message in a Bottle,"['Romance', 'Drama']","['sailboat', 'anonymous letter', 'sailing', 'love letter', 'bottle']",80000000,118880016,1.081.051,5.8,196,131,1999,en,['United States of America'],"['Bel Air Entertainment', 'DiNovi Pictures', 'Tiger Productions']",['Luis Mandoki'],"['Kevin Costner', 'Robin Wright', 'Paul Newman', 'John Savage', 'Illeana Douglas', 'Robbie Coltrane', 'Jesse James', 'Bethel Leslie', 'Tom Aldredge', 'Viveka Davis']"
760,9731,Friday the 13th: A New Beginning,"['Horror', 'Thriller']","['mask', 'psychology', 'serial killer', 'hospital', 'teenager', 'series of murders']",2200000,21930418,12.639.469,5.1,196,92,1985,en,['United States of America'],"['Paramount Pictures', 'Georgetown Productions Inc.']",['Danny Steinmann'],"['Melanie Kinnaman', 'John Shepherd', 'Shavar Ross', 'Richard Young', 'Marco St. John', 'Juliette Cummins', 'Carol Locatell', 'Vernon Washington', 'Caskey Swaim', 'Anthony Barrile']"
761,38541,The Divide,['Science Fiction'],"['basement', 'violence', 'septic tank', 'town in panic', 'welding', 'gunshot']",3000000,22000,11.882.563,5.7,197,112,2011,en,"['Canada', 'Germany', 'United States of America']","['Instinctive Film', 'Manitoba Film and Video Production Tax Credit', 'Preferred Content', 'Julijette', 'Ink Connection', 'BR Group', 'Manitoba Film & Music']",['Xavier Gens'],"['Lauren German', 'Michael Biehn', 'Milo Ventimiglia', 'Courtney B. Vance', 'Ashton Holmes', 'Rosanna Arquette', 'Iván González', 'Michael Eklund', 'Abbey Thickson', 'Jennifer Blanc']"
762,11870,Big Fat Liar,"['Comedy', 'Family']","['screenplay', 'film producer', 'auto', 'right and justice', 'liar', 'essay', 'intellectual property']",15000000,52970014,9.125.594,5.6,197,88,2002,en,['United States of America'],['Universal Pictures'],['Shawn Levy'],"['Frankie Muniz', 'Paul Giamatti', 'Amanda Bynes', 'Amanda Detmer', 'Donald Faison', 'Lee Majors', 'Russell Hornsby', 'Michael Bryan French', 'Christine Tucci', 'Alexandra Breckenridge']"
763,10163,The Lawnmower Man,"['Horror', 'Thriller', 'Science Fiction']","['dream', 'chimp', 'manipulation', 'botanist', 'virtual reality', 'lemonade', 'intelligent']",10000000,32101000,10.125.029,5.4,197,108,1992,en,"['United Kingdom', 'Japan', 'United States of America']","['New Line Cinema', 'Allied Vision']",['Brett Leonard'],"['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright', 'Mark Bringelson', 'Geoffrey Lewis', 'Jeremy Slate', 'Dean Norris', 'Colleen Coffey', 'Troy Evans', ""Austin O'Brien""]"
764,7873,Harsh Times,"['Crime', 'Drama', 'Thriller', 'Action']","['watching a movie', 'playing pool', 'vinegar']",2000000,5967038,12.999.023,6.3,197,120,2005,en,['United States of America'],['The Weinstein Company'],['David Ayer'],"['Christian Bale', 'Freddy Rodríguez', 'Eva Longoria', 'Chaka Forman', 'Tammy Trull', 'J.K. Simmons', 'Michael Monks', 'Samantha Esteban', 'Tania Verafield', 'Noel Gugliemi']"
765,9303,Bound,"['Crime', 'Drama', 'Romance', 'Thriller']","['prison', ""women's prison"", 'suspense', 'mafia', 'lesbian', 'gangster', 'ex-con', 'woman director']",4500000,7011317,15.359.952,6.9,198,108,1996,en,['United States of America'],"['Dino De Laurentiis Company', 'Spelling Films']","['Lilly Wachowski', 'Lana Wachowski']","['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano', 'John P. Ryan', 'Christopher Meloni', 'Richard C. Sarafian', 'Mary Mara', 'Susie Bright', 'Margaret Smith', 'Barry Kivel']"
766,9429,A Night at the Roxbury,['Comedy'],"['night life', 'nightclub', 'flower', 'flower shop', 'make a match', 'clubbing']",17000000,30331165,12.709.227,5.9,198,81,1998,en,['United States of America'],"['Paramount Pictures', 'SNL Studios']",['John Fortenberry'],"['Will Ferrell', 'Chris Kattan', 'Jennifer Coolidge', 'Michael Clarke Duncan', 'Eva Mendes', 'Richard Grieco', 'Loni Anderson', 'Dan Hedaya', 'Molly Shannon', 'Dwayne Hickman']"
767,2057,Original Sin,"['Drama', 'Thriller', 'Mystery', 'Romance']","['women', 'sex', 'cuba', 'eroticism', 'lover (female)', 'passion', 'coffee grower', 'sin', 'denunciation']",42000000,35402320,14.831.402,5.8,198,118,2001,en,"['France', 'United States of America']",['Metro-Goldwyn-Mayer (MGM)'],['Michael Cristofer'],"['Angelina Jolie', 'Antonio Banderas', 'Gregory Itzin', 'Jack Thompson', 'Allison Mackie', 'Joan Pringle', 'Cordelia Richards', 'Thomas Jane', 'James Haven', 'Lisa Owen']"
768,2163,Breakdown,"['Drama', 'Action', 'Thriller']","['california', 'bank', 'ransom', 'car breakdown', 'kidnapping', 'donut', 'highway', 'barn', 'vacation', 'stranded', 'deception', 'murder', 'suspense', 'redneck', 'diner', 'extortion', 'captive', 'car chase', 'desert', 'moving', 'trucker']",36000000,50159144,9.176.339,6.6,198,95,1997,en,['United States of America'],"['Paramount Pictures', 'Dino De Laurentiis Company', 'Spelling Films']",['Jonathan Mostow'],"['Kurt Russell', 'J. T. Walsh', 'Kathleen Quinlan', 'M.C. Gainey', 'Jack Noseworthy', 'Rex Linn', 'Ritch Brinkley', 'Moira Harris', 'Kim Robillard', 'Thomas Kopache']"
